CPRO;LITPRO;CUMUN;LITMUN;CUDIS;BI_ALVHEPCO_TVC_15;BI_ALVHEPCO_TVU_15;ALQM2mes_LV_M_VC_15;ALQM2mes_LV_25_VC_15;ALQM2mes_LV_75_VC_15;ALQM2mes_LV_M_VU_15;ALQM2mes_LV_25_VU_15;ALQM2mes_LV_75_VU_15;ALQTBID12_M_VC_15;ALQTBID12_25_VC_15;ALQTBID12_75_VC_15;ALQTBID12_M_VU_15;ALQTBID12_25_VU_15;ALQTBID12_75_VU_15;SLVM2_M_VC_15;SLVM2_25_VC_15;SLVM2_75_VC_15;SLVM2_M_VU_15;SLVM2_25_VU_15;SLVM2_75_VU_15;BI_ALVHEPCO_TVC_16;BI_ALVHEPCO_TVU_16;ALQM2mes_LV_M_VC_16;ALQM2mes_LV_25_VC_16;ALQM2mes_LV_75_VC_16;ALQM2mes_LV_M_VU_16;ALQM2mes_LV_25_VU_16;ALQM2mes_LV_75_VU_16;ALQTBID12_M_VC_16;ALQTBID12_25_VC_16;ALQTBID12_75_VC_16;ALQTBID12_M_VU_16;ALQTBID12_25_VU_16;ALQTBID12_75_VU_16;SLVM2_M_VC_16;SLVM2_25_VC_16;SLVM2_75_VC_16;SLVM2_M_VU_16;SLVM2_25_VU_16;SLVM2_75_VU_16;BI_ALVHEPCO_TVC_17;BI_ALVHEPCO_TVU_17;ALQM2mes_LV_M_VC_17;ALQM2mes_LV_25_VC_17;ALQM2mes_LV_75_VC_17;ALQM2mes_LV_M_VU_17;ALQM2mes_LV_25_VU_17;ALQM2mes_LV_75_VU_17;ALQTBID12_M_VC_17;ALQTBID12_25_VC_17;ALQTBID12_75_VC_17;ALQTBID12_M_VU_17;ALQTBID12_25_VU_17;ALQTBID12_75_VU_17;SLVM2_M_VC_17;SLVM2_25_VC_17;SLVM2_75_VC_17;SLVM2_M_VU_17;SLVM2_25_VU_17;SLVM2_75_VU_17;BI_ALVHEPCO_TVC_18;BI_ALVHEPCO_TVU_18;ALQM2mes_LV_M_VC_18;ALQM2mes_LV_25_VC_18;ALQM2mes_LV_75_VC_18;ALQM2mes_LV_M_VU_18;ALQM2mes_LV_25_VU_18;ALQM2mes_LV_75_VU_18;ALQTBID12_M_VC_18;ALQTBID12_25_VC_18;ALQTBID12_75_VC_18;ALQTBID12_M_VU_18;ALQTBID12_25_VU_18;ALQTBID12_75_VU_18;SLVM2_M_VC_18;SLVM2_25_VC_18;SLVM2_75_VC_18;SLVM2_M_VU_18;SLVM2_25_VU_18;SLVM2_75_VU_18
22;Huesca;22078;Canfranc;2207801;13;1;4,39969987995198;3,48679098679098;6,03693181818182;;;;295;247;392;;;;62;51;102;;;;18;1;4,59016393442623;3,65918803418803;6,8125;;;;330;285;454;;;;61;51;92;;;;16;1;5,68181818181818;3,84615384615385;7,35744680851064;;;;400;300;540;;;;68;55;89;;;;22;2;5,20833333333333;4,15255496137849;7,24747474747475;;;;350;300;474;;;;74;56;96;;;
22;Huesca;22079;Capdesaso;2207901;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22080;Capella;2208001;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
22;Huesca;22081;Casbas de Huesca;2208101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22082;Castej¢n del Puente;2208201;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;
22;Huesca;22083;Castej¢n de Monegros;2208301;;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
22;Huesca;22084;Castej¢n de Sos;2208401;37;3;5,39608320251178;4,08533653846154;8,85699124649858;;;;405;300;690;;;;82;65;98;;;;43;3;5,39608320251178;4,3349358974359;8,36561355311358;;;;405;307;653;;;;77;65;96;;;;43;9;6,55441400304414;4,7471978021978;9,42196038251367;;;;510;324;700;;;;76;64;92;;;;43;9;6,10197368421053;4,92964931573802;7,90717948717948;;;;368;325;622;;;;75;62;85;;;
22;Huesca;22085;Castelflorite;2208501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22086;Castiello de Jaca;2208601;4;1;;;;;;;;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;4;5;;;;;;;;;;;;;;;;;;
22;Huesca;22087;Castigaleu;2208701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22088;Castillazuelo;2208801;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22089;Castillonroy;2208901;;3;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;
22;Huesca;22090;Colungo;2209001;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22094;Chalamera;2209401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22095;Ch°a;2209501;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
22;Huesca;22096;Chimillas;2209601;;2;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;4;2;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;
22;Huesca;22099;Espl£s;2209901;1;4;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;5;3;;;;;;;;;;;;;;;;;;
22;Huesca;22102;Estada;2210201;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22103;Estadilla;2210301;2;4;;;;;;;;;;;;;;;;;;;2;5;;;;;;;;;;;;;;;;;;;2;8;;;;;;;;;;;;;;;;;;;3;7;;;;;;;;;;;;;;;;;;
22;Huesca;22105;Estopi§†n del Castillo;2210501;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22106;Fago;2210601;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22107;Fanlo;2210701;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22109;Fiscal;2210901;2;2;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;
22;Huesca;22110;Fonz;2211001;3;5;;;;;;;;;;;;;;;;;;;2;6;;;;;;;;;;;;;;;;;;;3;9;;;;;;;;;;;;;;;;;;;4;9;;;;;;;;;;;;;;;;;;
22;Huesca;22111;Foradada del Toscar;2211101;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22112;Fraga;2211201;477;19;5,34027777777778;3,66594183095843;8,31886257035647;2,98041044776119;1,65064102564102;4,5941712926249;400;315;700;310;160,5;438,75;75;63;107;189,5;144,75;300,75;515;22;5,52970177970178;3,57142857142857;8,23764080100125;3;2,34354091610911;4,40572957969865;400;305;700;300;239,583333333333;417,5;76;62;107;183;142,5;301,5;597;23;5,46657327586207;3,61486123063683;8,18181818181818;3,01195552848005;2,41351505185935;4,36632632831087;400;320;699;335;290,9375;520,833333333333;74;62;108;225,5;147,75;316,75;612;31;5,63380281690141;3,75337053571428;8,47058823529408;3,31574675324675;2,32856941706562;5,65561224489796;404;325;700;327,5;260,794375;615;73;62;107;165;145,25;300,25
22;Huesca;22113;Fueva, La;2211301;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;1;7;;;;;;;;;;;;;;;;;;;1;6;;;;;;;;;;;;;;;;;;
22;Huesca;22114;Gista°n;2211401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22115;Grado, El;2211501;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;
22;Huesca;22116;Gra§Çn;2211601;10;16;3;1,98154697931933;6,60633484162896;2,33644859813084;1,62162162162162;3,2606981981982;300;158;633;250;180;300;93;83;104;134;93;204;14;19;3,33333333333333;2,24719101123596;4,90609287193138;2,38773649418737;1,70386904761905;4,27562652902738;300;200;440;250;178,75;320,9425;91;79;99;146,5;92,5;204,75;15;23;3,45238095238095;2,24719101123596;5,88628762541806;2,41879344512195;1,93452380952381;4,16752049180328;325;200;480;250;195;300;92;83;101;146,5;92,5;195;13;26;3,30316742081448;2,17980525362319;4,30820715382928;3,20512820512821;2,25112612612613;4,16666666666667;300;171;400;250;200;400;91;80;101;134;89,5;173
22;Huesca;22117;Graus;2211701;112;15;4,10958904109589;2,77310924369748;5,60344827586207;3,34017134181608;2,37325913776945;4,57719082719083;333;290;600;448,75;300;537,5;103;73;125;241,5;142;381,75;111;14;4,08011097624415;2,64403240414612;5,83841463414634;3,82352941176471;1,97266205768659;6,0667985058229;325;268;578;450;281,25;831,348333333333;100;71;125;257;155;386,5;124;12;3,97260273972602;2,65;5,22388059701493;2,94117647058823;1,68539325842697;3,73626373626373;320;267;480;407,880833333333;300;500;97;71;125;327;220;433;131;11;4,17149958574979;2,81443044230294;5,79224817961165;3,1554926297703;2,14306090429325;4,18841939190777;328;290;502;413,284198574896;287,5;542,5;103;73;127;373,5;254,25;445,75
22;Huesca;22119;Gurrea de G†llego;2211901;3;8;;;;;;;;;;;;;;;;;;;1;9;;;;;;;;;;;;;;;;;;;2;10;;;;1,34529147982062;0,986164736164733;2,51598465473146;;;;300;212,5;312,5;;;;297;170;386,5;2;7;;;;;;;;;;;;;;;;;;
22;Huesca;22122;Hoz de Jaca;2212201;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;
22;Huesca;22124;Huerto;2212401;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22125;Huesca;2212501;345;5;6,25;4,49441687344913;9,08724980063792;;;;381;300;589;;;;62;47;79;;;;359;9;6,64965986394558;4,83870967741936;9,92905405405408;;;;381;300;600;;;;61;45;79;;;;377;9;6,55711206896552;4,56208771617044;9,87219613980175;;;;380;300;600;;;;62;45;78;;;;439;9;6,99514563106796;4,98717948717948;10,5973933790438;;;;403;300;664;;;;62;45;79;;;
22;Huesca;22125;Huesca;2212502;461;4;5,24632034632035;3,96145864586458;7,43853820598007;;;;400;322;600;;;;83;63;105;;;;512;5;5,46774193548387;4,11522633744856;8;;;;420;330;651;;;;83;63;104;;;;521;6;5,61100049776008;4,20528644620401;8,23040441942881;;;;443;350;653;;;;83;63;104;;;;554;7;5,66565040650407;4,21946674311927;8,34663120567375;;;;445;350;669;;;;82;63;105;;;
22;Huesca;22125;Huesca;2212503;814;1;6,18837837837838;4,61952026468156;9,14855072463767;;;;450;350;667;;;;76;62;96;;;;868;2;6,25;4,71698113207548;9,23076923076925;;;;450;353;675;;;;75;61;95;;;;890;3;6,52173913043478;4,88651238896681;9,71548004314992;;;;465;375;700;;;;75;59;92;;;;955;2;6,74541170634921;5,05848546315078;9,95451663252367;;;;480;380;725;;;;75;59;92;;;
22;Huesca;22125;Huesca;2212504;207;8;5,17241379310345;3,96932048681542;7,36253196930947;;;;350;270;526;;;;73;58;91;;;;223;9;5,11950549450549;4;7,37452264048008;;;;350;275;545;;;;73;58;90;;;;240;7;5,12820512820513;3,94736842105263;6,66666666666667;;;;350;275;500;;;;73;58;90;;;;302;8;5;4;6,56448096595673;;;;350;271;470;;;;72;58;90;;;
22;Huesca;22125;Huesca;2212505;150;1;5,19480519480519;4,16237878787879;7,27380952380953;;;;420;348;595;;;;80;72;99;;;;165;2;5,14955357142858;3,85400313971743;7,51984381001153;;;;414;340;584;;;;80;72;97;;;;172;3;5,53571428571428;4,21686746987952;8,641975308642;;;;450;350;700;;;;80;72;93;;;;190;1;5,82089552238806;4,23236555312158;9,21231487117058;;;;450;350;737;;;;79;71;93;;;
22;Huesca;22125;Huesca;2212506;160;;4,44444444444444;3,26884057971014;6,73539518900343;;;;420;345;700;;;;104;91;119;;;;168;1;4,65116279069768;3,47222222222222;7,22864444444444;;;;430;350;750;;;;100;86;117;;;;166;1;4,93827160493828;3,74465811965812;7,07744107744108;;;;450;371;715;;;;100;86;116;;;;183;1;5,23732029287585;3,84615384615385;7,60166093928981;;;;463;390;800;;;;102;86;117;;;
22;Huesca;22125;Huesca;2212507;233;2;5,03521126760563;3,5596262254902;7,54796847888953;;;;470;350;759;;;;103;84;112;;;;252;2;5,07042253521127;3,6036036036036;7,61666666666667;;;;463;350;757;;;;103;82;112;;;;278;1;4,99389570643073;3,73867360709466;7,22058767507891;;;;450;350;720;;;;102;81;111;;;;278;2;5,11786786786787;3,84615384615385;7,74713150926743;;;;461;350;792;;;;102;84;111;;;
22;Huesca;22125;Huesca;2212508;249;5;4,90792207792208;3,72596153846154;7,51422684458398;;;;450;350;664;;;;89;77;121;;;;258;4;4,55555555555556;3,60412371134021;7,15036190476191;;;;423;350;611;;;;91;78;121;;;;265;4;5,07246376811594;3,81394444444444;8,15302359882006;;;;453;353;699;;;;89;75;119;;;;305;4;5,35714285714286;3,95646696528556;8,33333333333333;;;;462;361;700;;;;88;72;116;;;
22;Huesca;22126;Ibieca;2212601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22127;IgriÇs;2212701;5;5;;;;;;;;;;;;;;;;;;;5;6;;;;;;;;;;;;;;;;;;;6;4;;;;;;;;;;;;;;;;;;;6;7;;;;;;;;;;;;;;;;;;
22;Huesca;22128;Ilche;2212801;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22129;Is†bena;2212901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;
22;Huesca;22130;Jaca;2213001;572;33;5,51724137931034;4,05405405405405;8,75;3,98526077097506;2,17952099599072;5,85262492093612;430;321;700;600;325;875;83;70;101;188;146,5;217,75;585;40;5,73770491803278;4,22300469483568;9,43240746200208;4,47761194029851;2,84090909090909;5,83783783783783;450;350;709;600;480;900;83;70;102;181;145;212;635;45;5,92212762297902;4,375;9,68405135823433;5,47248803827751;3,58558426306518;8,19128202928392;450;350;766;646,275;458,333333333333;1061,95833333333;82;67;102;165,5;131,25;210,5;647;48;6,16438356164383;4,54545454545454;10,1359203154182;5,3921568627451;3,92156862745098;9,72851063829783;457;356;800;650;500;1200;81;67;100;167;141;214
22;Huesca;22131;Jasa;2213101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22133;Labuerda;2213301;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22135;Laluenga;2213501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22136;Lalueza;2213601;;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;
22;Huesca;22137;Lanaja;2213701;1;5;;;;;;;;;;;;;;;;;;;1;8;;;;;;;;;;;;;;;;;;;2;5;;;;;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;;;;;
22;Huesca;22139;Laperdiguera;2213901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22141;Lascellas-Ponzano;2214101;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22142;Lascuarre;2214201;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22143;Laspa£les;2214301;2;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;
22;Huesca;22144;Laspu§a;2214401;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;1;7;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;
22;Huesca;22149;Loarre;2214901;1;3;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;
22;Huesca;22150;Loporzano;2215001;;4;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;
22;Huesca;22151;Loscorrales;2215101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22155;Monesma y Cajigar;2215501;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22156;Monflorite-Lascasas;2215601;;4;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;
22;Huesca;22157;Montanuy;2215701;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22158;Monz¢n;2215801;475;31;3,91593491735538;2,92109973153027;5,74077868852459;3,0903893951947;1,94246558802222;4,61125509070714;350;255;543;380;250;680,781666666667;93;74;110;179;137,75;277;524;42;4;2,97619047619047;5,84615384615385;3,48837209302326;1,87617260787992;4,9664897260274;350;260;525;416,666666666667;250,833333333333;800;94;76;109;188;159,5;272,5;573;45;4,0946348733234;3,125;5,8883964544722;3,51494934519397;1,9345356715823;4,85538245180112;350;281;550;425;200;605;92;75;108;185,5;154,5;264;633;49;4,15239726027397;3,18337912087913;6,06094388703084;2,9593707250342;1,777739608382;5,06036503787873;370;300;537;400;241,25;705;92;76;108;185,5;154,5;277,5
22;Huesca;22160;Naval;2216001;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
22;Huesca;22162;Novales;2216201;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22163;Nueno;2216301;;7;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;15;;;;4,54658792650918;2,75729860225167;7,02010634233317;;;;595,441666666667;422,5;1003,125;;;;206,5;195,75;256;;13;;;;3,95471291489697;2,76137357830271;9,107905982906;;;;622,38;362,5;1262,5;;;;206,5;195,25;262
22;Huesca;22164;Olvena;2216401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22165;Onti§ena;2216501;;4;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
22;Huesca;22167;Osso de Cinca;2216701;2;4;;;;;;;;;;;;;;;;;;;2;5;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;
22;Huesca;22168;Palo;2216801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22170;Panticosa;2217001;23;3;5,59210526315789;4,16093377361952;7,02724358974359;;;;380;340;443;;;;76;56;94;;;;22;4;5,73380952380953;3,91893619741721;11,9080636877247;;;;414;325;739;;;;84;58;95;;;;27;5;5,97385468490879;4,62092790642221;11,791035977715;;;;400;318;718;;;;72;59;95;;;;36;5;6,52173913043478;4,97076023391813;11,7937853107345;;;;420;353;800;;;;79;59;95;;;
22;Huesca;22172;Pe§alba;2217201;2;3;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;
22;Huesca;22173;Pe§as de Riglos, Las;2217301;2;1;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;
22;Huesca;22174;Peralta de Alcofea;2217401;;4;;;;;;;;;;;;;;;;;;;1;7;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;1;7;;;;;;;;;;;;;;;;;;
22;Huesca;22175;Peralta de Calasanz;2217501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22176;Peraltilla;2217601;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22177;Perarr£a;2217701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
22;Huesca;22178;Pertusa;2217801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22181;PiracÇs;2218101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22182;Plan;2218201;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;
22;Huesca;22184;Pole§ino;2218401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22186;Poz†n de Vero;2218601;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22187;Puebla de Castro, La;2218701;4;3;;;;;;;;;;;;;;;;;;;4;5;;;;;;;;;;;;;;;;;;;7;4;;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;;;;;;;;
22;Huesca;22188;Puente de Monta§ana;2218801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22189;PuÇrtolas;2218901;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;
22;Huesca;22190;Pueyo de Aragu†s, El;2219001;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;
22;Huesca;22193;Pueyo de Santa Cruz;2219301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Huesca;22195;Quicena;2219501;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;
22;Huesca;22197;Robres;2219701;;6;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;
22;Huesca;22199;Sabi§†nigo;2219901;256;14;4,32692307692308;3,03030303030303;6,66666666666667;3,47826086956522;1,37475198412698;7,40762965185408;339;250;560;400;262,5;800,0300030003;82;67;107;153;116,5;267;249;20;4,52368951612903;2,97029702970297;7,25454545454546;3,97727272727272;1,76470588235294;5,84249084249084;330;250;560;400;300;531,666666666667;82;66;108;149;121;205;303;21;4,47954671088999;3,19686223941543;6,25376506024097;4,39601494396015;2,14080282038595;7,84340659340659;350;275;540;450;225;815;82;67;105;151;114,75;198;345;21;4,69449626865672;3,33689458689458;6,84354658505781;5,76816502463054;2,90269774751178;8,19444444444444;354;271;560;492,5;332,5;850,000750075008;82;67;104;145,5;118,75;204
22;Huesca;22200;Sah£n;2220001;8;3;;;;;;;;;;;;;;;;;;;10;3;5,04697183098592;3,22368421052632;6,44736842105263;;;;358;244;460;;;;81;65;91;;;;11;6;6,68653380517787;4,31611435997401;7,79436152570481;;;;600;363;700;;;;83;77;104;;;;12;6;6,59340659340659;3,68421052631579;7,40740740740741;;;;600;350;700;;;;83;69;98;;;
22;Huesca;22201;Salas Altas;2220101;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
